date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:43:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2009:43:29%20GMT	https://maps.google.com/maps?q=Central%20Square%2C%20NY%20286&t=m&z=13&output=embed&iwloc=near	E:/REGENT%202/REGENT%202/maps.google.com/maps.3db7ee.delayed	(from https://98o.976.myftpupload.com/contact-us/)
17:43:31	2109/2109	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:30%20GMT	https://www.google.com/maps/embed?origin=mfe&pb=!1m4!2m1!1sCentral+Square,+NY+286!5e0!6i13	E:/REGENT%202/REGENT%202/www.google.com/maps/embed8111.html	(from https://98o.976.myftpupload.com/contact-us/)
17:43:32	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from https://98o.976.myftpupload.com/)
17:43:32	2067/2067	---M--	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680%22	https://gmpg.org/xfn/default.css	E:/REGENT%202/REGENT%202/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
17:43:33	4170/4170	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:32%20GMT	https://gmpg.org/xfn/.	E:/REGENT%202/REGENT%202/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
17:43:34	16269/16269	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:33%20GMT	https://gmpg.org/xfn/intro	E:/REGENT%202/REGENT%202/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
17:43:34	7342/7342	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:34%20GMT	https://gmpg.org/xfn/faq	E:/REGENT%202/REGENT%202/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
17:43:35	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2026%20Nov%202024%2009:43:34%20GMT	http://fonts.googleapis.com/robots.txt		(from https://98o.976.myftpupload.com/)
17:43:35	3789/3789	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:34%20GMT	https://gmpg.org/xfn/thanks	E:/REGENT%202/REGENT%202/gmpg.org/xfn/thanks.html	(from https://gmpg.org/xfn/11)
17:43:35	26/26	---M--	200	added ('OK')	text/plain	date:Tue,%2026%20Nov%202024%2004:52:05%20GMT	https://98o976.p3cdn1.secureserver.net/robots.txt		(from https://98o.976.myftpupload.com/)
17:43:36	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2026%20Nov%202024%2009:43:36%20GMT	https://fonts.googleapis.com/robots.txt		(from https://98o.976.myftpupload.com/)
17:43:37	53500/53500	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2002%20May%202023%2014:53:02%20GMT	https://fonts.gstatic.com/s/barlowsemicondensed/v15/wlpigxjLBV1hqnzfr-F8sEYMB0Yybp0mudRfp66_B2sg.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/barlowsemicondensed/v15/wlpigxjLBV1hqnzfr-F8sEYMB0Yybp0mudRfp66_B2sg.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A400%7CBarlow+Semi+Condensed%3A600&display=fallback&ver=4.8.6)
17:43:38	43928/43928	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:24%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOmCnqEu92Fr1Mu4mxP.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOmCnqEu92Fr1Mu4mxP.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A400%7CBarlow+Semi+Condensed%3A600&display=fallback&ver=4.8.6)
17:43:38	45508/45508	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:24%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOiCnqEu92Fr1Mu51QrEzAdKg.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOiCnqEu92Fr1Mu51QrEzAdKg.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:39	45500/45500	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:22%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOjCnqEu92Fr1Mu51TjASc6CsE.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOjCnqEu92Fr1Mu51TjASc6CsE.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:39	44880/44880	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:21%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOkCnqEu92Fr1Mu51xIIzc.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOkCnqEu92Fr1Mu51xIIzc.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:40	45260/45260	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:24%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOjCnqEu92Fr1Mu51S7ACc6CsE.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOjCnqEu92Fr1Mu51S7ACc6CsE.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:40	44552/44552	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:28%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOjCnqEu92Fr1Mu51TzBic6CsE.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOjCnqEu92Fr1Mu51TzBic6CsE.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:41	45312/45312	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:26%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOjCnqEu92Fr1Mu51TLBCc6CsE.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOjCnqEu92Fr1Mu51TLBCc6CsE.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:41	44396/44396	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:18%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOkCnqEu92Fr1MmgVxIIzc.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOkCnqEu92Fr1MmgVxIIzc.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:42	43724/43724	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:23%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOlCnqEu92Fr1MmSU5fBBc9.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOlCnqEu92Fr1MmSU5fBBc9.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:42	43780/43780	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:25%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOlCnqEu92Fr1MmEU9fBBc9.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOlCnqEu92Fr1MmEU9fBBc9.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:43	43480/43480	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:23%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOlCnqEu92Fr1MmWUlfBBc9.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOlCnqEu92Fr1MmWUlfBBc9.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:44	43516/43516	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Aug%202024%2020:41:28%20GMT	https://fonts.gstatic.com/s/roboto/v32/KFOlCnqEu92Fr1MmYUtfBBc9.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/roboto/v32/KFOlCnqEu92Fr1MmYUtfBBc9.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:44	27824/27824	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2024%20Oct%202023%2001:55:25%20GMT	https://fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjojIWmb2Rm.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjojIWmb2Rm.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:44	28128/28128	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2024%20Oct%202023%2001:57:48%20GMT	https://fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoDISmb2Rm.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoDISmb2Rm.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:45	28084/28084	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2024%20Oct%202023%2001:50:44%20GMT	https://fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjo0oSmb2Rm.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjo0oSmb2Rm.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:45	27948/27948	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2024%20Oct%202023%2001:50:46%20GMT	https://fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjojISmb2Rm.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjojISmb2Rm.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:46	27960/27960	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2024%20Oct%202023%2001:57:47%20GMT	https://fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjovoSmb2Rm.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjovoSmb2Rm.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:47	28044/28044	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2024%20Oct%202023%2001:50:46%20GMT	https://fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoUoOmb2Rm.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoUoOmb2Rm.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:47	27964/27964	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2024%20Oct%202023%2001:50:46%20GMT	https://fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4Omb2Rm.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoa4Omb2Rm.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:48	28072/28072	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2024%20Oct%202023%2001:48:00%20GMT	https://fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoDIOmb2Rm.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoDIOmb2Rm.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:49	28088/28088	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2024%20Oct%202023%2001:57:47%20GMT	https://fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoJYOmb2Rm.ttf	E:/REGENT%202/REGENT%202/fonts.gstatic.com/s/robotoslab/v34/BngbUXZYTXPIvIBgJJSb6s3BzlRRfKOFbvjoJYOmb2Rm.ttf	(from https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.6.2)
17:43:49	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2009:43:49%20GMT	https://fonts.gstatic.com/robots.txt		(from https://98o.976.myftpupload.com/)
17:43:50	2259/2259	---MCZ	200	added ('OK')	text/plain	date:Tue,%2022%20Oct%202024%2019:30:00%20GMT	https://www.google.com/robots.txt		(from https://98o.976.myftpupload.com/contact-us/)
17:43:51	242811/242811	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Nov%202024%2001:42:23%20GMT	https://maps.gstatic.com/maps-api-v3/embed/js/59/1/init_embed.js	E:/REGENT%202/REGENT%202/maps.gstatic.com/maps-api-v3/embed/js/59/1/init_embed.js	(from https://www.google.com/maps/embed?origin=mfe&pb=!1m4!2m1!1sCentral+Square,+NY+286!5e0!6i13)
17:43:52	8271/8271	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:51%20GMT	https://gmpg.org/xfn/join	E:/REGENT%202/REGENT%202/gmpg.org/xfn/join.html	(from https://gmpg.org/xfn/.)
17:43:52	4169/4169	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:51%20GMT	https://gmpg.org/xfn/	E:/REGENT%202/REGENT%202/gmpg.org/xfn/index.html	(from https://gmpg.org/xfn/.)
17:43:53	22236/22236	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:52%20GMT	https://gmpg.org/xfn/background	E:/REGENT%202/REGENT%202/gmpg.org/xfn/background.html	(from https://gmpg.org/xfn/.)
17:43:53	8796/8796	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:53%20GMT	https://gmpg.org/xfn/tools	E:/REGENT%202/REGENT%202/gmpg.org/xfn/tools.html	(from https://gmpg.org/xfn/.)
17:43:53	3977/3977	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:53%20GMT	https://gmpg.org/xfn/helping	E:/REGENT%202/REGENT%202/gmpg.org/xfn/helping.html	(from https://gmpg.org/xfn/.)
17:43:54	11564/11564	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:53%20GMT	https://gmpg.org/xfn/and/	E:/REGENT%202/REGENT%202/gmpg.org/xfn/and/index.html	(from https://gmpg.org/xfn/.)
17:43:54	2590/2590	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:53%20GMT	https://gmpg.org/xfn/feedback	E:/REGENT%202/REGENT%202/gmpg.org/xfn/feedback.html	(from https://gmpg.org/xfn/.)
17:43:54	8721/8721	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:54%20GMT	https://gmpg.org/xfn/creator	E:/REGENT%202/REGENT%202/gmpg.org/xfn/creator.html	(from https://gmpg.org/xfn/.)
17:43:54	233/233	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2009:43:54%20GMT	https://gmpg.org/xfn/and	E:/REGENT%202/REGENT%202/gmpg.org/xfn/and	(from https://gmpg.org/xfn/.)
17:43:55	16572/16572	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:54%20GMT	https://gmpg.org/xfn/more	E:/REGENT%202/REGENT%202/gmpg.org/xfn/more.html	(from https://gmpg.org/xfn/.)
17:43:55	4251/4251	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:55%20GMT	https://gmpg.org/xfn/press	E:/REGENT%202/REGENT%202/gmpg.org/xfn/press.html	(from https://gmpg.org/xfn/.)
17:43:55	4170/4170	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:55%20GMT	https://gmpg.org/xfn/index	E:/REGENT%202/REGENT%202/gmpg.org/xfn/index-2.html	(from https://gmpg.org/xfn/.)
17:43:56	1619/1619	---M--	200	added ('OK')	image/gif	etag:%227f56515-653-3ef0a663b3680%22	https://gmpg.org/xfn/pix/intro/five-met.gif	E:/REGENT%202/REGENT%202/gmpg.org/xfn/pix/intro/five-met.gif	(from https://gmpg.org/xfn/intro)
17:43:56	1612/1612	---M--	200	added ('OK')	image/gif	etag:%227f56512-64c-3ef0a663b3680%22	https://gmpg.org/xfn/pix/intro/five-acqfr.gif	E:/REGENT%202/REGENT%202/gmpg.org/xfn/pix/intro/five-acqfr.gif	(from https://gmpg.org/xfn/intro)
17:43:56	1391/1391	---M--	200	added ('OK')	image/gif	etag:%227f56517-56f-3ef0a663b3680%22	https://gmpg.org/xfn/pix/intro/five-prof.gif	E:/REGENT%202/REGENT%202/gmpg.org/xfn/pix/intro/five-prof.gif	(from https://gmpg.org/xfn/intro)
17:43:56	1187/1187	---M--	200	added ('OK')	image/gif	etag:%227f56513-4a3-3ef0a663b3680%22	https://gmpg.org/xfn/pix/intro/five-lovefam.gif	E:/REGENT%202/REGENT%202/gmpg.org/xfn/pix/intro/five-lovefam.gif	(from https://gmpg.org/xfn/intro)
17:43:57	233/233	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Nov%202024%2009:43:56%20GMT	https://gmpg.org/xfn/and	E:/REGENT%202/REGENT%202/gmpg.org/xfn/and	(from https://gmpg.org/xfn/)
17:43:57	5209/5209	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:57%20GMT	https://gmpg.org/xfn/1	E:/REGENT%202/REGENT%202/gmpg.org/xfn/1.html	(from https://gmpg.org/xfn/join)
17:43:57	250/250	---M--	200	added ('OK')	image/gif	etag:%2264e1836a-fa-3ef0a663b3680%22	https://gmpg.org/xfn/xfn-btn.gif	E:/REGENT%202/REGENT%202/gmpg.org/xfn/xfn-btn.gif	(from https://gmpg.org/xfn/join)
17:43:58	9010/9010	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:57%20GMT	https://gmpg.org/xfn/creator-fr	E:/REGENT%202/REGENT%202/gmpg.org/xfn/creator-fr.html	(from https://gmpg.org/xfn/tools)
17:43:58	8836/8836	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:58%20GMT	https://gmpg.org/xfn/creator-it	E:/REGENT%202/REGENT%202/gmpg.org/xfn/creator-it.html	(from https://gmpg.org/xfn/tools)
17:43:58	8744/8744	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:58%20GMT	https://gmpg.org/xfn/creator-es	E:/REGENT%202/REGENT%202/gmpg.org/xfn/creator-es.html	(from https://gmpg.org/xfn/tools)
17:43:58	8885/8885	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Nov%202024%2009:43:58%20GMT	https://gmpg.org/xfn/creator-nl	E:/REGENT%202/REGENT%202/gmpg.org/xfn/creator-nl.html	(from https://gmpg.org/xfn/tools)
